ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
62727,0,0,0,0,0,0,0,0,0,0
62728,23,0,0,21,0,0,0,0,0,0
62729,13,13,13,13,13,13,13,13,13,13
62730,0,0,0,0,0,0,0,0,0,0
62731,22,18,18,18,22,18,23,18,18,18
62732,0,0,0,0,0,0,21,34,16,0
62733,0,0,0,0,0,26,0,0,0,0
62734,0,0,5,12,0,0,16,0,0,0
62735,9,23,19,10,22,2,0,10,0,25
62736,15,0,21,0,18,18,19,27,15,13
62737,21,21,21,21,21,21,21,21,21,21
62738,16,16,16,16,16,16,16,16,16,16
62739,38,38,38,38,38,38,38,38,38,38
62740,0,0,0,20,0,0,0,20,0,0
62741,0,0,0,0,0,0,0,0,25,0
62742,0,0,0,0,0,26,0,0,0,0
62745,0,0,0,0,0,0,0,0,0,0
62746,11,0,0,21,0,6,0,8,0,0
62747,0,0,0,0,0,0,0,0,0,0
62748,10,10,10,10,10,10,10,10,10,10
62749,8,16,6,17,21,16,25,19,4,13
62750,29,29,29,29,29,29,29,29,29,29
62751,0,0,0,0,0,0,0,0,0,0
62752,7,6,0,0,0,0,22,0,0,0
62753,0,18,0,0,0,0,0,0,0,14
62754,0,0,0,0,0,0,0,0,0,0
62755,0,0,0,0,0,0,0,0,0,0
62756,27,0,0,0,26,16,20,21,15,15
62757,26,26,26,26,26,26,26,26,26,26
62758,0,0,0,0,0,0,0,0,0,0
62759,10,0,0,0,0,11,0,0,0,0
62760,17,17,17,17,17,17,17,17,17,17
62761,0,0,0,0,0,0,0,0,0,0
62762,0,0,0,0,0,0,0,0,0,18
62763,5,5,5,5,5,5,5,5,5,5
62764,0,0,0,0,0,0,0,0,0,0
62765,0,0,0,0,0,0,0,0,0,0
62766,2,2,2,2,2,2,2,2,2,2
62767,0,0,0,0,0,0,0,0,0,0
62768,0,0,0,0,0,0,0,0,0,0
62769,8,10,0,0,19,15,26,17,17,15
62770,8,10,0,22,0,14,0,7,0,16
62771,0,0,0,0,0,0,0,0,0,0
62772,0,0,0,0,0,0,0,4,0,6
62773,22,0,14,0,0,0,0,9,0,0
62774,0,0,0,0,0,0,0,0,0,0
62775,0,0,0,0,0,25,0,0,13,0
62776,0,0,0,19,51,0,26,27,0,0
62777,0,0,24,14,6,0,0,0,15,22
62778,29,29,29,29,29,29,29,29,29,29
62779,0,0,0,0,0,0,0,0,22,0
62780,0,0,0,0,0,0,0,27,0,0
62781,0,0,0,0,27,16,0,0,0,0
62782,0,0,0,0,0,14,0,0,0,0
62783,0,0,0,0,0,0,0,8,0,0
62784,19,14,26,0,5,0,14,18,20,18
62785,23,20,25,10,14,15,13,10,26,41
62786,16,16,16,16,16,16,16,16,16,16
62787,0,0,0,0,0,0,0,0,0,0
62788,23,23,23,23,23,23,23,23,23,23
62789,0,0,0,0,0,0,0,0,0,0
62790,0,0,0,0,14,0,0,0,0,0
62791,0,0,0,0,0,0,0,0,0,0
62792,0,0,0,0,0,0,0,0,0,0
62793,20,16,14,16,15,31,7,23,11,27
62794,0,24,15,29,14,0,11,8,13,0
62795,19,15,31,22,20,12,4,34,18,13
62796,24,0,0,0,0,0,0,0,28,0
62797,0,0,0,0,0,0,0,0,0,0
62798,0,18,0,0,27,0,0,22,21,0
62799,20,0,0,0,0,0,0,0,0,0
62800,0,0,0,0,0,0,0,0,0,0
62801,0,0,0,25,0,0,0,0,0,0
62802,0,0,0,0,0,0,0,0,0,0
62803,0,14,0,0,19,0,0,0,0,0
62804,0,0,0,13,21,0,0,13,0,9
62805,22,20,21,19,0,0,0,0,26,15
62806,19,19,19,19,19,19,19,19,19,19
62807,16,0,0,0,24,0,0,0,0,0
62808,0,0,35,16,15,0,0,0,7,0
62809,13,13,13,13,13,13,13,13,13,13
62810,0,0,0,0,0,0,0,9,0,0
62811,0,14,26,0,0,0,0,22,0,17
62812,15,15,15,32,15,18,24,15,15,15
62813,0,0,0,0,0,0,0,0,0,0
62814,0,0,0,15,0,0,0,0,0,0
62815,12,18,6,7,0,0,5,4,0,11
62816,0,0,8,0,0,0,14,0,0,0
62817,0,0,0,0,0,0,0,0,0,0
62818,4,4,4,4,4,4,4,4,4,4
62819,21,0,0,10,0,8,18,0,19,16
62820,0,0,0,0,0,0,0,0,0,0
62821,0,0,0,0,0,0,0,0,0,0
62822,0,4,18,0,0,2,31,0,0,13
62823,0,0,0,0,0,0,0,0,0,0
62824,0,18,15,4,0,12,16,0,15,9
62825,6,6,6,6,6,6,6,6,6,6
62826,14,0,0,0,0,0,0,0,0,0
62827,0,0,18,16,17,18,0,0,0,0
62828,0,17,15,11,4,19,4,3,0,0
62829,34,34,34,34,34,34,34,34,34,34
62830,0,0,0,0,0,0,0,0,0,0
62831,9,0,4,0,0,0,3,0,13,0
62832,0,0,0,0,0,11,0,0,0,0
62833,3,3,3,3,3,3,3,3,3,3
62834,0,0,0,0,0,0,0,0,0,0
62835,1,1,1,1,1,1,1,1,1,1
62836,12,13,16,12,17,18,15,22,0,35
62837,38,30,11,31,15,17,21,0,14,30
62838,10,17,4,25,9,12,8,21,13,26
62839,0,0,0,0,0,0,27,0,0,0
62840,0,0,0,0,0,0,0,0,0,0
62841,0,0,0,0,0,0,0,0,0,0
62842,18,0,6,0,0,0,0,0,0,14
62843,0,19,0,0,0,0,0,0,0,0
62844,0,0,0,0,0,0,0,0,0,0
62845,0,0,0,0,0,11,0,20,18,11
62846,0,0,0,0,0,0,0,0,14,0
62847,17,19,19,13,4,24,20,12,14,3
62848,0,0,0,0,0,0,0,0,0,0
62849,0,0,0,0,0,0,0,0,0,0
62850,10,15,4,21,30,38,10,13,16,18
62851,18,7,9,7,6,21,12,0,20,17
62852,0,0,0,11,0,11,0,0,0,20
62853,8,0,0,19,10,15,0,21,0,0
62854,0,0,0,0,0,0,0,28,0,0
62855,0,0,0,0,0,0,0,0,0,0
62856,0,0,0,0,0,0,0,0,0,0
62857,17,0,11,0,20,11,0,0,21,0
62858,7,7,7,7,7,7,7,7,7,7
62859,0,24,0,0,11,0,0,0,0,0
62860,18,33,9,14,0,12,18,4,11,13
62861,0,0,0,0,0,0,0,15,0,0
62862,13,0,23,0,0,14,10,0,6,0
62863,13,11,28,11,2,16,19,19,13,24
62864,0,0,0,0,0,0,0,0,0,0
62865,0,0,0,0,0,0,0,0,0,0
62866,0,0,0,0,0,0,0,0,0,16
62867,0,0,0,0,0,0,0,0,0,0
62868,0,0,13,0,0,0,10,15,13,0
62869,15,15,15,15,15,15,15,15,15,15
62870,0,0,0,8,0,11,0,20,0,0
62871,11,20,11,11,11,11,11,11,11,11
62872,4,0,10,19,7,0,26,0,0,0
62873,0,0,0,0,0,0,0,0,0,0
62874,22,0,0,0,0,0,4,0,0,0
62875,7,0,6,0,13,13,14,0,4,26
62876,0,0,0,0,0,0,0,0,0,0
62877,0,0,0,0,0,0,0,0,0,0
62878,0,0,0,0,0,0,0,0,0,0
62879,0,0,0,0,0,0,0,0,0,0
62881,0,0,0,0,0,0,0,0,0,0
62882,0,14,6,0,35,25,0,21,10,0
62883,0,0,0,11,0,35,0,0,0,10
62884,11,11,11,11,11,11,11,11,11,11
62885,11,11,11,11,11,11,11,11,11,11
62886,15,23,16,16,22,21,24,19,18,37
62887,0,0,0,0,0,0,0,0,0,0
62888,0,0,0,0,0,0,0,0,0,0
62889,16,11,11,11,11,11,11,11,35,11
62890,0,0,0,0,0,32,0,0,0,0
62891,0,0,0,0,0,14,0,0,0,0
62892,27,5,34,24,14,2,16,21,0,0
62893,14,39,28,9,23,16,28,19,15,19
62894,11,10,13,17,28,16,16,0,12,14
62895,0,0,0,0,15,27,0,0,0,0
62896,0,0,0,0,0,0,0,14,0,0
62897,0,0,0,0,0,0,0,0,0,0
62898,0,0,12,0,0,0,0,0,0,0
62899,0,0,0,10,0,0,0,8,0,0
62900,0,0,0,0,0,0,0,0,0,0
62901,0,0,33,0,0,0,0,0,0,0
62902,17,17,17,17,17,17,17,17,17,17
62903,2,2,26,2,2,2,2,2,2,2
62904,0,0,0,0,0,0,0,0,15,0
62905,0,0,0,0,0,0,0,0,0,0
62906,0,0,20,26,0,0,0,0,17,0
62907,16,29,7,0,0,25,11,0,0,0
62908,14,14,14,14,14,14,14,14,14,14
62909,21,21,21,21,21,21,21,21,21,21
62910,0,0,0,18,12,0,5,0,0,0
62911,0,0,0,0,0,0,0,0,0,0
62912,0,16,0,0,0,0,38,0,15,0
62913,0,0,0,0,0,23,15,8,9,0
62914,0,3,0,0,0,0,0,0,0,24
62915,0,0,0,0,0,28,0,0,0,0
62916,0,0,0,0,0,16,0,0,0,0
62917,23,0,0,0,6,0,0,0,0,0
62918,0,0,0,0,0,0,0,0,0,0
62919,26,11,16,6,19,0,16,20,0,17
62920,0,0,0,0,0,0,0,0,0,0
62921,0,6,0,0,0,0,0,0,0,12
62922,9,25,18,16,9,6,15,25,0,25
62923,0,17,0,0,0,0,0,0,0,0
62924,0,0,0,0,0,0,0,0,0,0
62925,0,13,0,31,0,0,0,0,0,0
62926,7,7,7,7,7,7,7,7,7,7
62927,4,0,20,0,15,0,34,0,0,20
62928,0,0,0,0,0,0,0,0,0,0
62929,0,0,0,0,0,0,0,0,0,0
62930,5,0,21,0,0,19,0,0,11,0
62931,9,9,9,9,9,9,9,9,9,9
62932,0,0,0,0,0,0,0,0,0,0
62933,0,0,0,0,0,0,9,0,0,0
62934,20,20,20,20,20,20,20,20,20,20
62935,16,16,0,34,15,4,4,3,31,21
62936,14,14,14,14,14,14,14,14,14,14
62937,12,35,0,16,2,23,23,17,28,15
62938,14,14,18,29,14,17,44,15,0,5
62939,12,12,12,12,12,12,12,12,12,12
62940,32,15,0,0,0,0,19,0,5,0
62941,0,0,0,0,15,0,0,8,0,0
62942,0,19,0,0,0,7,0,12,0,31
62943,0,0,20,17,35,13,0,23,28,38
62944,0,0,0,0,0,0,0,0,0,0
62945,0,0,0,0,0,0,0,0,0,0
62946,12,7,15,3,18,13,21,5,28,10
62947,0,0,0,0,0,0,0,9,0,0
62948,0,0,0,5,0,0,0,0,0,7
62949,0,0,0,0,0,0,0,0,0,0
62950,26,20,18,13,27,18,0,25,11,18
62951,0,20,0,0,18,0,0,0,0,0
62952,0,0,20,0,13,0,0,0,0,0
62953,0,0,0,0,0,0,0,0,0,0
62954,0,0,0,0,0,0,0,0,0,0
62955,19,0,7,5,14,13,0,3,0,0
62956,0,0,0,0,0,21,0,5,0,14
62957,0,0,0,0,0,0,0,0,0,0
62958,21,21,21,21,21,21,21,21,21,21
62959,0,18,26,12,0,0,0,0,24,21
62960,0,0,0,0,0,0,40,0,0,0
62961,18,18,18,18,18,18,18,18,18,18
62962,12,23,27,12,11,18,20,16,4,15
62963,0,0,0,0,15,27,0,0,0,0
62964,13,13,13,13,13,13,13,13,13,13
62965,0,0,0,0,0,0,0,0,0,0
62966,0,0,21,0,0,8,0,18,0,0
62967,0,3,0,0,0,0,0,0,0,0
62968,0,0,0,0,0,0,0,0,0,0
62969,0,0,0,0,0,0,0,0,0,0
62970,16,16,16,16,16,16,16,16,16,16
62971,18,9,13,0,39,14,17,0,18,16
62972,0,0,0,0,0,0,0,0,0,0
62973,13,13,13,13,13,13,13,13,13,13
62974,13,29,21,12,29,6,13,9,21,23
62975,15,16,13,16,25,13,13,22,17,13
62976,0,6,22,0,0,0,0,17,18,0
62977,7,15,20,14,13,34,0,22,42,0
62978,0,0,0,0,0,0,0,0,0,0
62979,0,7,20,0,23,0,6,18,14,22
62980,0,0,0,0,0,0,0,0,0,0
62981,19,0,0,0,5,15,7,17,0,14
62982,0,24,0,12,9,7,15,4,0,0
62983,0,0,0,0,0,0,0,0,0,0
62984,0,0,0,0,0,0,0,0,17,0
62985,0,0,0,0,0,21,0,0,0,18
62986,19,0,0,0,24,0,0,0,0,0
62987,0,0,0,0,13,22,12,0,0,0
62988,19,19,22,19,19,35,19,19,19,19
62989,0,0,14,0,19,0,11,0,0,0
62990,12,12,12,12,12,12,12,12,12,12
62991,0,0,0,0,0,0,0,0,0,0
62992,0,22,14,0,0,26,22,17,0,0
62993,0,0,0,0,0,0,0,0,0,22
62995,22,22,0,16,22,23,27,17,16,0
62996,0,0,0,16,0,0,0,0,12,0
62997,24,0,0,16,0,16,0,0,17,0
62998,31,0,13,0,0,0,0,0,0,9
62999,20,21,40,13,12,9,11,14,18,13
63000,0,0,0,0,0,0,0,0,0,0
63001,0,13,21,0,19,0,0,0,0,0
63002,6,4,0,0,8,0,0,8,0,0
63003,11,13,23,0,0,19,26,20,0,39
63004,0,0,0,0,0,0,0,0,0,0
63005,0,0,0,17,0,0,0,7,0,23
63006,0,0,14,0,21,0,0,0,0,0
63007,20,20,20,20,20,20,20,20,20,20
63008,0,0,0,0,0,0,0,11,0,0
63009,13,7,6,14,15,0,4,20,20,11
63010,36,0,10,22,18,0,13,17,22,15
63011,0,0,0,0,0,12,15,0,0,0
63012,11,22,0,0,0,19,0,11,0,7
63013,0,0,0,0,0,0,0,0,0,0
63014,0,0,0,0,0,0,0,0,0,0
63015,0,0,0,18,0,0,13,28,0,0
63016,0,0,0,0,0,0,0,0,0,0
63017,0,0,0,0,0,0,0,0,0,0
63018,0,32,0,0,0,0,0,0,0,0
63019,0,0,0,0,0,0,0,0,0,0
63020,0,0,0,0,0,0,0,0,0,0
63021,0,0,0,0,0,0,0,0,0,0
63022,0,0,0,0,0,0,0,0,0,0
63023,0,0,0,0,0,0,0,0,0,0
63024,5,5,5,5,5,5,5,5,5,5
63025,0,0,0,0,0,0,0,0,25,0
63026,0,0,9,0,15,8,26,0,20,0
63027,0,0,0,14,0,10,4,34,0,14
63028,0,3,0,0,0,0,0,0,13,0
63029,14,11,7,0,11,0,0,24,0,6
63030,15,5,11,32,19,0,15,18,10,0
63031,0,0,0,0,0,0,12,0,0,0
63032,0,0,0,0,0,0,0,38,0,0
63033,0,0,0,0,0,0,0,0,0,0
63034,0,0,0,0,0,0,0,0,0,0
63035,0,12,24,13,0,0,0,2,0,16
63036,0,0,0,0,0,0,0,0,0,0
63037,0,0,18,0,0,0,0,0,0,0
63038,17,8,0,0,14,31,0,0,0,2
63040,0,0,11,9,0,0,0,0,0,0
63041,0,0,0,0,0,0,0,15,25,17
63042,0,0,0,0,0,0,0,0,0,0
63043,8,0,12,9,15,0,0,0,0,0
63044,0,0,0,0,0,0,0,0,0,0
63045,10,0,0,0,0,0,0,18,0,0
63046,24,0,0,0,0,0,28,0,0,0
63047,0,0,0,0,0,0,0,0,0,0
63048,7,0,12,16,26,15,0,21,9,11
63049,0,0,0,0,0,0,0,0,0,0
63050,0,0,0,0,0,0,0,0,0,25
63051,0,0,0,0,0,7,0,0,0,0
63053,0,0,0,0,0,0,0,0,0,0
63054,0,15,25,0,20,19,26,0,0,6
63055,12,12,12,12,12,12,12,12,12,12
63056,0,0,6,0,0,0,0,0,0,17
63057,28,0,17,20,0,0,0,0,0,22
63058,11,25,26,8,14,12,19,14,15,9
63059,0,0,0,0,0,10,0,9,0,0
63060,0,0,0,22,0,0,0,23,0,0
63062,19,19,19,19,19,19,19,19,19,19
63063,0,0,6,0,0,0,15,0,18,0
63064,0,0,0,0,0,0,0,0,0,9
63065,0,15,0,16,0,0,0,0,0,0
63066,0,0,0,0,0,0,0,0,0,0
63067,0,0,0,0,0,0,0,0,0,0
63068,0,0,0,0,0,0,0,0,0,0
63069,11,11,11,11,11,11,11,11,11,11
63070,4,0,0,0,0,0,0,0,12,0
63071,0,0,0,0,0,0,0,0,0,0
63072,0,0,0,0,0,0,0,0,0,0
63073,6,6,6,6,6,6,6,6,6,6
63074,0,0,0,0,0,0,0,0,0,0
63075,15,15,15,15,15,26,15,27,15,15
63076,0,0,0,0,0,0,0,0,0,0
63077,0,0,0,0,0,0,0,0,0,0
63078,14,7,0,0,0,19,0,14,0,0
63079,0,0,20,10,0,0,28,24,0,0
63080,0,0,0,0,0,0,0,0,0,0
63081,0,0,0,0,0,0,0,0,0,0
63082,0,0,0,0,0,0,0,0,0,0
63083,0,0,0,4,0,0,0,0,0,0
63084,0,0,0,0,0,0,0,17,0,16
63085,0,0,0,0,0,0,0,0,0,0
63086,0,10,0,0,0,4,0,0,0,0
63087,0,0,0,0,0,0,0,19,0,0
63088,0,0,25,15,0,13,7,0,36,0
63089,0,0,0,0,0,0,0,0,0,0
63090,41,41,41,41,41,41,41,41,41,41
63091,0,0,0,0,0,0,0,0,0,0
63092,0,0,0,0,0,0,9,0,0,0
63093,9,9,9,9,9,9,9,9,9,9
63094,0,0,0,0,0,0,0,0,0,0
63095,0,14,0,38,12,0,0,20,0,0
63096,0,0,0,0,0,0,0,0,0,0
63097,22,0,38,6,0,0,12,32,0,10
63098,0,0,0,11,10,21,0,0,0,14
63099,0,11,0,7,0,0,0,0,0,0
63100,0,0,0,0,0,0,0,0,0,0
63102,0,0,0,0,0,0,0,0,0,0
63103,0,0,0,0,0,0,0,0,0,0
63104,0,0,0,0,0,0,0,0,0,0
63105,0,0,0,0,0,0,0,0,0,0
63106,0,0,0,9,34,0,2,17,11,28
63107,0,0,0,0,0,0,0,0,0,0
63108,0,0,16,0,0,0,0,34,0,0
63109,8,10,15,26,14,5,19,0,16,19
63110,18,18,18,18,18,18,18,18,18,18
63111,4,0,0,0,0,0,0,0,0,0
63112,0,0,0,0,13,0,0,0,0,0
63113,8,0,11,0,12,0,20,16,8,14
63114,0,0,0,0,0,0,0,0,0,20
63115,0,0,0,0,0,0,0,0,0,0
63116,0,24,0,0,0,7,0,13,0,27
63118,11,8,22,16,0,12,21,23,0,18
63119,0,0,0,0,0,0,0,0,0,0
63120,0,0,0,0,0,0,0,0,0,0
63121,0,0,4,0,0,23,0,0,0,0
63122,17,17,17,17,17,17,17,17,17,17
63123,11,11,11,11,11,11,11,11,11,11
63124,30,30,30,30,30,30,30,30,30,30
63125,14,0,0,0,0,12,0,0,0,0
63126,8,9,0,0,0,12,0,0,0,12
63127,0,0,0,24,0,0,33,6,53,23
63128,0,0,0,0,0,0,0,0,0,0
63129,17,17,17,17,23,17,17,17,17,17
63130,0,0,0,0,0,0,0,0,0,0
63131,10,0,13,0,0,8,13,4,18,9
63132,0,19,0,24,47,0,25,0,0,20
63133,0,0,0,0,0,0,0,0,0,0
63134,23,35,0,0,11,0,0,0,0,0
63135,0,0,0,0,0,0,0,0,0,0
63136,0,0,0,0,0,0,0,0,0,0
63137,0,0,0,0,19,0,0,0,0,0
63138,7,0,0,0,0,14,0,0,0,10
63139,0,0,0,15,0,12,18,0,0,0
63140,0,0,8,0,27,18,0,0,0,22
63141,0,0,21,0,0,0,0,11,0,0
63142,26,26,26,26,26,26,26,26,26,26
63143,30,30,30,30,30,30,30,30,30,30
63144,28,28,28,28,28,28,28,28,28,28
63145,16,0,0,0,10,34,16,26,20,5
63146,0,0,0,0,0,0,0,0,0,0
63147,0,0,0,0,0,0,0,0,0,0
63148,21,14,17,21,16,28,10,39,32,24
63149,17,0,0,18,0,0,0,0,0,0
63150,0,0,0,14,0,0,19,11,12,0
63151,0,12,0,28,0,22,0,0,17,18
63152,36,36,36,36,36,36,36,36,36,36
63153,12,0,0,0,0,0,0,0,0,0
63154,21,35,11,0,0,0,25,0,0,0
63155,4,0,0,3,0,7,0,0,9,19
63156,12,12,12,12,12,12,12,12,12,12
63157,9,23,0,0,9,30,8,0,41,25
63158,0,0,0,0,21,11,0,0,0,0
63159,0,0,0,0,0,0,0,0,0,0
63160,0,0,0,0,0,0,0,0,0,0
63161,0,0,0,0,0,0,0,0,0,0
63162,0,16,43,7,10,0,4,24,10,13
63163,0,0,0,16,0,0,0,13,0,0
63164,9,9,19,0,0,29,0,10,22,4
63165,19,19,19,19,19,19,19,19,19,19
63166,36,36,36,36,36,36,36,36,36,36
63167,0,0,0,0,0,0,0,0,0,0
63168,12,12,12,12,12,12,12,12,12,12
63169,0,5,26,0,11,13,13,9,24,22
63170,0,0,0,0,0,0,0,11,0,0
63171,0,0,0,0,0,0,0,0,0,0
63172,0,0,0,0,9,0,0,0,0,0
63173,10,10,10,10,10,10,10,10,10,10
63174,13,16,23,9,13,8,30,7,5,4
63175,14,20,28,0,22,20,23,8,16,16
63176,0,0,0,0,0,0,0,0,0,0
63177,12,0,0,0,0,0,0,0,0,0
63178,0,0,0,0,0,8,5,0,0,0
63179,12,0,0,0,0,11,18,0,0,0
63180,0,0,0,0,0,0,0,22,0,0
63181,0,0,8,5,0,0,22,0,0,9
63182,9,9,9,9,9,9,9,9,9,9
63183,0,0,0,0,0,0,0,0,17,0
63184,20,17,22,5,20,9,15,3,5,4
63185,0,0,0,0,7,0,0,0,0,0
63186,0,24,0,0,0,33,16,0,0,0
63187,0,0,0,0,0,0,0,0,0,0
63188,9,5,14,9,25,0,9,11,0,9
63189,0,0,0,0,0,0,0,0,0,0
63190,3,0,0,5,1,5,0,0,0,0
63191,0,0,0,0,0,0,0,0,0,0
63192,0,0,0,0,20,0,0,29,15,0
63193,8,8,8,8,8,8,8,8,8,8
63194,0,0,0,0,0,0,0,0,0,0
63195,0,0,18,0,0,0,0,0,0,0
63196,0,0,0,0,0,0,0,0,19,0
63197,0,0,0,0,0,0,0,0,0,0
63198,0,0,0,0,0,0,0,0,0,0
63199,0,0,0,0,0,0,0,0,0,0
63200,0,14,0,0,0,0,0,0,0,0
63201,13,0,0,0,0,0,0,21,15,19
63202,0,0,13,0,0,0,0,0,0,0
63203,7,0,7,9,0,0,0,28,18,7
63204,17,19,6,25,10,22,0,3,17,16
63205,0,0,0,0,0,0,0,0,0,0
63206,0,0,0,0,0,0,0,0,0,0
63207,0,0,0,0,0,0,0,0,0,0
63208,0,0,0,5,0,0,13,0,0,13
63209,0,5,0,0,0,0,5,0,0,0
63210,0,0,0,0,0,0,0,0,0,0
63211,0,13,28,17,17,0,0,14,0,24
63212,0,0,0,0,15,0,0,0,0,0
63213,0,0,0,0,0,0,0,0,0,0
63214,13,8,0,2,8,19,5,2,0,14
63215,0,0,0,0,0,0,0,0,0,0
63216,0,45,25,0,24,0,21,0,26,0
63217,1,1,1,1,1,1,1,1,1,1
63218,0,0,0,0,0,0,0,0,0,4
63219,10,0,10,7,0,4,6,16,0,20
63220,0,0,0,0,0,0,0,0,0,0
63221,0,0,46,0,3,0,0,0,0,0
63222,0,0,0,0,0,0,0,0,0,0
63223,0,0,0,0,0,11,0,0,0,0
63224,0,0,0,0,0,0,0,0,0,0
63225,0,0,0,0,0,0,0,0,0,0
63226,0,9,0,0,0,6,0,0,0,8
63227,17,17,17,17,17,17,17,17,17,17
63228,0,0,0,0,0,0,0,0,0,0
63229,0,0,0,0,0,0,0,0,0,0
63230,17,17,17,17,17,17,17,17,17,17
63231,0,0,0,0,0,0,0,0,0,0
63232,15,15,15,15,15,15,15,15,15,15
63233,0,0,0,0,0,0,0,0,0,0
63234,10,10,10,10,10,10,10,10,10,10
63235,0,0,0,0,0,0,0,0,0,0
63236,0,0,0,0,0,0,0,0,0,0
63237,20,20,20,20,20,20,20,20,20,20
63238,16,0,20,0,0,3,0,0,0,0
63239,12,12,12,12,12,12,12,12,12,12
63240,0,0,0,0,0,0,0,0,0,0
63241,0,0,0,0,0,0,0,0,0,0
63242,0,0,0,0,0,0,0,0,0,0
63243,0,0,0,0,0,0,0,0,0,0
63244,0,0,0,0,9,0,0,0,0,0
63245,0,0,0,0,0,0,0,0,0,0
63246,0,18,12,21,21,0,7,0,0,38
63247,12,12,12,12,12,12,12,12,12,12
63248,0,0,0,0,0,0,0,0,0,0
63249,6,6,6,6,6,6,6,6,6,6
63250,0,0,15,0,11,0,11,0,23,0
63251,0,0,0,0,0,0,0,0,0,0
63252,0,15,0,0,16,0,0,0,0,0
63253,17,17,17,17,17,17,17,17,17,17
63254,0,11,0,8,19,12,0,0,0,0
63255,0,0,0,0,0,0,0,0,11,0
63256,16,16,16,16,16,16,16,16,16,16
63257,0,0,10,0,0,0,0,0,0,0
63258,2,0,0,0,0,10,0,12,9,11
63259,0,0,0,0,0,0,0,0,0,0
63260,0,0,0,0,0,0,0,0,0,0
63261,0,0,0,0,0,0,0,0,0,0
63262,0,0,0,0,21,0,0,0,0,0
63263,0,0,0,12,0,0,17,0,0,0
63264,0,0,0,0,0,0,0,0,0,0
63265,16,22,0,26,0,0,0,0,0,0
63266,19,19,19,19,19,19,19,19,19,19
63267,11,0,20,0,0,0,0,12,11,18
63268,13,13,13,13,13,13,13,13,13,13
63269,0,26,29,0,0,0,15,0,0,16
63270,0,0,13,0,0,0,0,0,0,0
63271,0,0,9,0,30,0,20,14,19,0
63272,0,0,0,0,0,0,0,0,0,17
63273,0,0,0,0,23,0,0,0,0,24
63274,0,11,0,0,0,0,0,0,6,0
63275,0,0,0,0,15,0,0,18,0,0
63276,6,0,8,21,0,14,13,0,0,24
63277,0,0,0,0,0,0,0,0,0,0
63278,0,0,21,0,0,0,0,24,0,0
63279,0,0,0,0,0,0,0,0,0,0
63280,0,0,0,0,0,0,0,0,0,0
63281,16,27,23,7,15,9,14,0,19,18
63282,0,0,0,0,20,0,0,0,0,0
63283,0,0,38,0,0,0,0,31,0,0
63284,0,0,0,0,0,0,0,0,0,0
63285,0,0,0,0,0,0,0,0,0,0
63286,13,13,13,13,13,13,13,13,13,13
63287,0,0,0,0,0,0,0,0,0,0
63288,0,0,0,0,0,0,0,9,0,16
63289,28,19,19,12,12,12,16,12,13,12
63290,0,5,0,0,0,0,0,0,0,19
63291,0,0,21,0,0,0,0,0,0,0
63292,0,0,0,0,0,0,0,0,0,0
63293,22,26,25,6,35,0,16,13,36,20
63294,0,0,0,15,0,0,0,0,0,0
63295,19,19,19,19,19,19,19,21,19,19
63296,25,41,18,10,17,32,15,23,25,19
63297,0,0,0,0,0,0,0,0,0,0
63298,0,0,5,0,0,0,0,0,0,0
63299,1,1,1,1,1,1,1,1,1,1
63300,0,0,0,0,0,0,0,0,0,0
63301,15,15,15,15,15,15,15,15,15,15
63302,0,26,0,0,0,26,27,16,12,33
63303,0,0,0,0,0,0,0,0,0,0
63304,0,0,0,5,0,0,0,9,0,0
63305,8,8,8,8,8,8,8,8,8,8
63306,0,0,0,0,0,0,0,0,0,0
63307,13,13,13,13,13,13,13,13,13,13
63308,0,18,0,5,0,0,0,31,0,0
63309,17,0,0,0,0,0,0,0,0,0
63310,0,30,0,0,0,0,20,0,23,0
63311,14,0,0,0,0,0,0,13,17,0
63312,0,0,0,0,0,0,14,0,0,0
63313,10,16,25,12,19,10,3,27,9,5
63314,0,0,0,0,0,0,0,14,0,8
63315,0,0,0,0,7,0,0,0,0,0
63316,0,0,0,22,0,0,0,0,21,0
63317,0,4,0,35,0,15,4,0,10,16
63318,15,4,11,6,4,4,7,13,10,12
63319,12,12,12,12,12,30,12,33,12,14
63320,0,0,0,0,0,0,0,0,15,0
63321,17,17,17,17,17,17,17,17,17,17
63322,13,13,13,13,13,13,13,13,13,13
63323,0,0,0,0,0,0,0,0,0,0
63324,16,16,16,16,16,16,16,16,16,16
63325,8,10,28,23,2,20,13,9,10,2
63326,0,0,0,0,0,0,16,0,0,11
63327,10,23,18,16,0,11,0,9,0,15
63328,22,22,22,22,22,22,22,22,22,22
63329,8,5,14,0,0,11,17,8,26,11
63330,0,0,0,0,0,0,0,0,0,0
63331,12,0,10,4,4,14,27,0,0,11
63332,12,0,0,0,12,0,0,0,0,0
63333,0,0,10,0,7,0,0,14,0,0
63334,25,11,20,11,21,21,16,0,0,5
63335,0,0,0,0,14,4,6,17,0,40
63336,5,29,5,5,5,23,5,5,5,5
63337,0,0,0,0,0,11,20,0,0,0
63338,0,29,0,18,0,0,0,0,0,0
63339,0,0,0,12,0,0,0,0,0,0
63340,19,12,26,12,14,12,12,12,12,12
63341,0,0,0,0,0,0,0,0,0,0
63342,5,15,15,16,0,13,0,20,3,8
